id,title,href,price,area_m2,n_room,n_wc,district,city,published_date,image_path,Diện tích,Mức giá,description,lat,long,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất
37424305,"Chuyển nhượng nhà xưởng 30.000m2 trong khu công nghiệp Nguyễn Đức Cảnh, TP Thái Bình",/ban-kho-nha-xuong-duong-tran-thu-do-phuong-tran-hung-dao-7/chuyen-nhuong-cho-thue-30-000m2-trong-khu-cong-nghiep-nguyen-duc-canh-tp-thai-binh-pr37424305,"69,84 tỷ",30000.0,,,Thái Bình,Thái Bình,2023-07-25,"['37424305-1.jpg', '37424305-2.jpg', '37424305-3.jpg', '37424305-4.jpg']",30.000 m²,"2,33 triệu/m²","Chính chủ cần bán hoặc cho thuê toàn bộ nhà máy có diện tích 30.000m² nằm trong khu công nghiệp Nguyễn Đức Cảnh, Thành Phố Thái Bình (cách bến xe Hoàng Hà 100m).- Tổng diện tích đất: 30.000 m².- Diện tích nhà xưởng có sẵn: Trên 15.000 m².- Pháp lý: Đầy đủ giấy tờ hợp lệ.- Đất công nghiệp 50 năm.- Hệ thống đường sá thông thoáng rộng rãi 4 bên vô cùng thuận tiện cho các loại xe lớn nhỏ ra vào.- Hệ thống điện ba pha, phòng cháy chữa cháy, môi trường đầy đủ.- Hợp đồng thuê dài hạn lên đến 20 năm.- Giá cho thuê: Trong nhà 40.000đ/m, sân bãi 25.000đ/m (giá thỏa thuận đối với khách thuê dài hạn).- Giá sang nhượng: 2,328 triệu/m² (đã bao gồm đất, nhà xưởng và các công trình phụ).- Các công trình đã có sẵn: Tòa nhà văn phòng (phòng kinh doanh, phòng họp lớn, phòng tiếp khách, phòng Tổng giám đốc, phòng ngủ giám đốc, nhà để xe, bếp, nhà ăn nhân viên, phòng ngủ cho nhân viên, nhà vệ sinh nam nữ, hệ thống cây cảnh bon sai phong thủy,- Toàn bộ nền đất đã được đổ bê tông thuận tiện đi lại hay làm bến bãi, vị trí gần với các ngân hàng và cơ quan địa phương.- Lô đất và nhà xưởng phù hợp đối với hầu hết các loại hình sản xuất sản phẩm công nghiệp, đặc biệt là lĩnh vực cơ khí chế tạo. Chính sách của địa phương rất thuận lợi cho các doanh nghiệp sản xuất sản phẩm để xuất khẩu.- Lực lượng lao động dồi dào, dễ dàng tuyển dụng. Người lao động Thái Bình rất hiền lành, chịu thương chịu khó nên sẽ là địa điểm lý tưởng cho các doanh nghiệp đặt nhà máy sản xuất tại đây.Ưu tiên các doanh nghiệp trong hoặc ngoài nước muốn ký hợp đồng thuê dài hạn hoặc mua lại toàn bộ nhà máy.",20.4484513,106.3237274,,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ
37544144,"Bán Biệt Thự 250m2 Vinhomes Riverside, sông rộng, vườn hoa trước nhà. Giá 39,5 tỷ",/ban-nha-biet-thu-lien-ke-duong-hoa-sua-phuong-phuc-loi-prj-vinhomes-riverside/ban-nh-bt-song-lap-250m2-song-rong-vuon-truoc-gia-42-5-ty-pr37544144,"39,5 tỷ",250.0,,,Long Biên,Hà Nội,2023-07-25,"['37544144-1.jpg', '37544144-2.jpg', '37544144-3.jpg', '37544144-4.jpg']",250 m²,"39,5 tỷ","Bán nhanh Biệt thự song lập Vinhomes Riverside.- Diện tích: 250m².- Xây dựng: 120m²/sàn.- View sông cực thoáng.- Để lại toàn bộ theo hiện tại.- Đã có sổ đỏ.Hướng Tây Bắc, có vườn hoa trước nhà.Giá bán nhanh 39,5 tỷ.- Khách thực sự thiện chí liên hệ: 0944 401 ***",21.04609489440918,105.91554260253906,,,Tây - Bắc,,,,,Sổ đỏ.,
37742573,"Bán đất trồng cây lâu năm có nhà, điện nứơc, internet",/ban-dat-duong-vuon-thom-xa-binh-loi-1/ban-trong-cay-lau-nam-co-nha-dien-nuoc-internet-pr37742573,"64,4 tỷ",23000.0,,,Bình Chánh,Hồ Chí Minh,2023-07-25,"['37742573-1.jpg', '37742573-2.jpg', '37742573-3.jpg', '37742573-4.jpg']",23.000 m²,"2,8 triệu/m²","Đất 2 mặt tiền.1 mặt kinh 4, 1 mặt kinh 5.Đang trồng mai và cây ăn trái.Điện chính, internet, nứớc, nhà nhỏ,Tổng DT khoảng 23000m² giá bán 2,8 triệu/m². Lhệ 0919 545 ***",10.7636625,106.4953031,100 m,5 m,,,,,,Sổ đỏ,
37742564,"Suất ngoại giao căn 2PN Sun Cosmo Residence Đà Nẵng view biển Mỹ Khê Giá chỉ 2,3 tỷ",/ban-can-ho-chung-cu-duong-tran-thi-ly-phuong-my-an-prj-sun-cosmo-residence/suat-ngoai-giao-2pn-view-bien-khe-gia-chi-2-3-ty-pr37742564,"2,3 tỷ",48.0,2.0,1.0,Ngũ Hành Sơn,Đà Nẵng,2023-07-25,"['37742564-1.jpg', '37742564-2.jpg', '37742564-3.jpg', '37742564-4.jpg']",48 m²,"2,3 tỷ","Căn 2PN View biển Mỹ Khê - căn hộ cao cấp Sun Cosmo Residence Da Nang.- Diện tích: 48m² (công Năng 2PN, 1WC).- Hướng: Đông Nam - Tây Bắc.- Giá niêm yết: 2,3 tỷ (100% bao gồm VAT + 2% Kinh phí bảo trì).* Chính sách ưu đãi tháng 7/2023 dự án Sun Cosmo Trần Thị Lý.- Hỗ trợ vay vốn tối đa 70% ưu đãi lãi suất.- Ân hạn gốc 0% đến 28/02/2025.- Chiết khấu 19,5% khi thanh toán nhanh 95% trong tháng 07/2023.- Chính sách siêu ưu đãi duy nhất trong tháng 07/2023 tại ""Sun Cosmo Residence Da Nang"".-------------------------* Liên hệ gặp chuyên viên tư vấn: 0936 571 ***",16.0510330200195,108.23609161377,,,Đông - Nam,Tây - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản
37739948,"Bán nhà riêng 8x20m 42/24 đường 9, P. Bình Hưng Hòa, Bình Tân, Tp HCM. Cơ hội lớn cho người mua",/ban-nha-rieng-duong-9-7-phuong-binh-hung-hoa/ban-8x20m-42-24-9-p-tan-tp-hcm-co-hoi-lon-cho-nguoi-mua-pr37739948,"13,2 tỷ",160.0,1.0,3.0,Bình Tân,Hồ Chí Minh,2023-07-25,"['37739948-1.jpg', '37739948-2.jpg', '37739948-3.jpg', '37739948-4.jpg']",160 m²,"13,2 tỷ","Nhà rộng 8x20 m rất gần Aeon Tân Phú, gần kênh Tham Lương, ra Quốc Lộ 1A 300m, tương lai gần trung tâm hàng chánh quận Bình Tân, đường rộng xe tải đi 2 chiều. Tiện cho việc kinh doanh, xây biệt thự...Vui lòng liên hệ 0913 674 ***",10.800492,106.598968,2 m,,Đông - Nam,Đông - Nam,1 tầng,1 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản
29838198,[Ko báo giá ảo] quỹ căn bán và cho thuê Mulbberry Lane 0981 960 ***,/ban-can-ho-chung-cu-duong-nguyen-van-loc-phuong-mo-lao-prj-mulberry-lane/cap-nhat-quy-cho-thue-dep-re-t5-2021-lh-0981960899-0919928883-pr29838198,Giá thỏa thuận,114.0,3.0,2.0,Hà Đông,Hà Nội,2023-07-25,"['29838198-1.jpg', '29838198-2.jpg', '29838198-3.jpg', '29838198-4.jpg']",114 m²,Thỏa thuận,"VPland cập nhật quỹ căn bán đẹp rẻ Mulberry Lane t5/2023:- A2001 DT 45m² (1PN) giá bán đủ đồ: 1,9 tỷ studio.- A2012 DT 90m² (2PN) giá bán đủ đồ: 3, 1 tỷ. Ban công đông nam.- B803 DT 114m² (3PN) giá bán đủ đồ từ 3,6 tỷ.- B1510 DT 154m² (3PN + study) giá đủ đồ cao cấp vip: 5, x tỷ.- B1507 DT 137m² (3PN) Giá đủ đồ: 4, x tỷ. Căn góc 3 mặt thoát thiết kế vuông vắn.- C3006 DT 121m² (2PN + study) Giá đủ đồ: 4, x tỷ.- C2008 DT 187m² (Duplex) Giá đủ đồ: 6, x tỷ. Nhà mới căn duplex thông tầng vip.- D606 DT 145m² (3PN) Giá đủ đồ: 5, x tỷ. Căn có sân vườn đặc biệt.- D1903 DT 113m² (3PN) Giá đủ đồ: 3,8 tỷ.- D1210 DT 154m² (3PN + study) giá đủ đồ cao cấp vip: 5, x tỷ.- E2809 DT 135m² (3PN + study) giá đủ đồ: 5, x tỷ.- E2806 DT 100m² (3PN) giá đủ đồ: 3, x tỷ.Ngoài ra chúng tôi Có quỹ căn 1 - 2 - 3 PN Mulberry Lane A, B, C, D, E và Seasons Avenue cập nhật liên tục.LH đi xem: 0981 960 ***bên cạnh đó chúng tôi có quỹ căn cho thuê Seasons Avenue).Ngoài ra Văn phòng cung cấp quỹ căn chuyển nhượng Mulberry Lane, Ecolife Capital, Roman Plaza, Booyoung Vina, Gold Seasons, Imperia Garden, chung cư cao cấp giá rẻ Hà Đông.",20.9865188598633,105.786399841309,,,Đông - Nam,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ chính chủ.,Đầy đủ cao cấp.
37742293,"Muốn mua căn hộ có sổ hồng Icon 56 giá tốt nhất thị trường Gọi 0938 298 ***: 1PN - 2tỷ99, 2PN - 4tỷ8",/ban-can-ho-chung-cu-duong-ben-van-don-phuong-13-prj-icon-56/muon-mua-co-so-ng-56-gia-tot-nhat-thi-truong-goi-0938298338-1pn-2ty99-2pn-4ty8-pr37742293,"2,99 tỷ",50.0,1.0,1.0,Quận 4,Hồ Chí Minh,2023-07-25,"['37742293-1.jpg', '37742293-2.jpg', '37742293-3.jpg', '37742293-4.jpg']",50 m²,"2,99 tỷ","Muốn mua căn hộ có sổ hồng Icon 56 giá tốt nhất thị trường Gọi 0938 298 ***: 1PN - 2tỷ99, 2PN - 4tỷ8, 3PN - 5tỷ2.Cập nhật những căn chủ kẹt cần chuyển nhượng giá tốt nhất tháng 7/2023, cập nhật mới 100%:Căn 1PN (50m²):- Nhà trống: Không có.- Nhà full đẹp: Giá 2tỷ99 - 3tỷ5.Căn 2PN (80m²):- Nhà trống: Hiện tại không có.- Nhà full đẹp: Giá 4,8 tỷ - 5 tỷ.Căn 3PN (88m² - 117m²).- Nhà trống: Giá 5.15 tỷ rẻ nhất hiện nay.- Nhà full cực đẹp: Giá 5.5 tỷ rẻ nhất hiện nay.- Cam kết rẻ nhất tòa nhà Icon 56.LH coi nhà 24/24 (Zalo/Viber/Whatsapp): 0938 298 ***.Tòa nhà Icon56 tọa lạc tại số 56 Bến Vân Đồn, phường 13, quận 4. Với các tiện ích đẳng cấp nội và ngoại khu sau:- Chủ đầu tư Novaland.- Đã có sổ hồng, duy nhất trên đường Bến Vân ĐỒn.- 1 phút đi bộ vào quận 1.- 2 tầng hầm đậu xe cực lớn.- Gym, Hồ bơi ngoài trời, Khu vui chơi trẻ em miễn phí.- Công viên tầng thượng đẹp nhất SG ngắm toàn cảnh quận 1, sông SG và Thủ Thiêm.- Siêu thị Vinmart.- MB Bank, Vietin Bank.Những lưu ý khi mua căn hộ tại tòa nhà Icon56:- PMC quản lý vận hành chuyên nghiệp.- Thẻ an ninh thang máy chỉ tầng tiện ích và tầng căn hộ.- Phí quản lý: 15 ngàn đồng/m.- Phí gửi xe máy/tháng: 150k.- Phí gửi xe ô tô/tháng: 1tr6.- Điện nước theo đơn giá nhà nước.- Ngân hàng Vietcombank cho vay tới 80% giá trị căn hộ, thời gian tới 25 năm.- Ân hạn gốc 1 năm, lãi suất ưu đãi 9.2%.Tôi chuyên là công ty bất động sản hàng đầu tại quận 4. Chuyên bán và cho thuê các tòa nhà dọc Bến Vân Đồn: Icon56, Saigon Royal, Tresor, Millennium, Rivergate, Goldview, Grand Riverside, Galaxy 9...Liên hệ coi nhà: 0938 298 ***.Chân thành cảm ơn.",10.76612377166748,106.70275115966797,,,Tây - Nam,Đông - Nam,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ
37349840,"Chính chủ bán nhà 36m2. Lô góc 2 mặt thoáng 5 tầng 4PN. Tại Văn Quán Yên Phúc, ôtô đỗ cửa giá 3tỷ95",/ban-nha-rieng-duong-tran-phu-phuong-van-quan/toi-chinh-chu-ban-36m2-lo-goc-2mat-thoang-5tang-4pn-tai-yen-phuc-hd-o-to-do-gia-3ty85-pr37349840,"3,95 tỷ",36.0,4.0,4.0,Hà Đông,Hà Nội,2023-07-25,"['37349840-1.jpg', '37349840-2.jpg', '37349840-3.jpg', '37349840-4.jpg']",36 m²,"3,95 tỷ","Do Kinh doanh có lộc nên vợ chồng tôi có nhu cầu chuyển đổi cao hơn để nghỉ ngơi. Tôi chính chủ cần bán nhà sổ đỏ chính chủ riêng biệt tại Trần Phú, Văn Quán, Hà Đông. DT 36m². Xây 5 tầng - Lô góc 2 mặt thoáng tại Trần Phú - Văn Quán - Yên Phúc - Hà Đông (gần ngay Hồ Văn Quán và vườn hoa Hà Đông, BigC Hà Đông). Ô tô đỗ. Kinh doanh nhỏ. Giá 3tỷ95. Liên hệ SĐT 0964 427 *** để xem và mua nhà trực tiếp chính chủ.* Thông tin mô tả:- Nhà xây mới 5 tầng - 4 phòng ngủ - 4WC - Phòng khách - Phòng thờ. Có chỗ để xe riêng.- DT 36m². MT 3,6m.- Nhà xây theo phong cách hiện đại nên rất sang trọng trang nhã, thông thoáng, đón gió và đón ánh sáng. Nên nhà luôn thoáng mát về mùa hè, Ấm áp về mùa đông.- Đầy đủ nội thất hoàn thiện, chỉ việc dọn về ở: Tủ bếp gỗ sồi, cửa chính và cửa thông phòng gỗ lim, cửa sổ nhôm kính Việt Pháp, điện nước đầy đủ.- Nhà nằm ngay Đối diện Đại siêu thị BigC Hà Đông  Tòa nhà Hồ Gươm Plaza và Đại siêu thị Vinmart, cách Cầu Đen và Cầu Trắng chỉ 100m. Cách đường trục chính Trần Phú  Hà Đông chưa đến 50m. Di chuyển ra đường Quang Trung, Nguyễn Khuyến, 19/5, Chiến Thắng chưa đầy 5 phút, giao thông vô cùng thuận tiện. Cách chợ Hà Đông, Yên Xá, Siêu thị BigC Hà Đông, Vinmart Văn Quán,... Bán kính 500m. Khu vực sầm uất ngay trung tâm Hà Đông, gần các Khu đô thị Văn Quán, KĐT Xa La,... Nên được hưởng đầy đủ tất cả các tiện ích có sẵn. Địa điểm dễ tìm, có thể làm địa diểm KD Online. Hàng xóm rất thân thiện, văn minh, dân trí cao. An ninh đảm bảo tuyệt đối.- Cách BVĐK Hà Đông, BV Quân Y 103 chỉ 500m. Gần các trường điểm liên cấp Hà Đông: Tiểu học Nguyễn Du, Tiểu học Văn Yên, THCS - THPT Lương Thế Vinh, THCS Lê Lợi, THPT Lê Quý Đôn... Các trường ĐH lớn: HV Quân Y, HV Kỹ Thuật Mật Mã, HV An Ninh, ĐH Kiến Trúc, ĐH Bưu Chính Viễn Thông, ĐH SP Nhạc Họa TW, HV Y Dược Học Cổ Truyền, trong bán kính 1km. Rất tiện di chuyển, cho thuê kinh doanh hay mua cho con cái học hành.* Pháp lý chuẩn chỉnh sạch sẽ, sổ đỏ chính chủ, riêng biệt không tranh chấp, có giấy phép xây dựng và Hồ sơ thiết kế thi công điện nước đầy đủ. Đất vuông vắn, hợp phong thủy, cực lộc.* Chấp nhận người mua trả góp bằng tiền vay ngân hàng.* Giá bán: 3,95 tỷ (Có thương lượng sởi lởi + bao phí sang tên sổ đỏ) * Liên hệ trực tiếp chính chủ: 0964 427 ***gặp anh Hoàn).",20.9747143,105.7854713,,,,,5 tầng,4 phòng,4 phòng,"- Sổ đỏ chính chủ, riêng biệt, pháp lý rõ ràng, không tranh chấp. Có đầy đủ giấy phép xây dựng, hồ sơ thiết kế, Sơ đồ điện nước đầy đủ.","- Đầy đủ nội thất hoàn thiện, chỉ việc dọn về ở được luôn: Tủ bếp gỗ sồi, cửa thông phòng gỗ lim, cửa sổ nhôm kính Việt Pháp, điện nước đầy đủ, thiết bị vệ sinh nhập khẩu nguyên khối..."
37427917,"Bán gấp căn 2PN- 55m2 -giá 2,02tỷ/ bán căn 2PN + 1 - 2,38tỷ tại Vinhomes Smart City LH: 0817 458 ***",/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/ban-gap-2pn-full-gia-2ty-2pn-1-2-38ty-tai-lh-0984969094-pr37427917,"2,02 tỷ",54.0,2.0,1.0,Nam Từ Liêm,Hà Nội,2023-07-25,"['37427917-1.jpg', '37427917-2.jpg', '37427917-3.jpg', '37427917-4.jpg']",54 m²,"2,02 tỷ","- Em Sỹ SDT - zalo: 0984 969 ***) cần bán căn 2 ngủ 1 vệ sinh (55 m) - giá 2,02 tỷ.+ Nội thất nguyên bản.+ Hướng ban công đông bắc, view Đại Lộ Thăng Long.Ngoài ra em có quỹ căn giá tốt nhất thị trường.* Căn Studio & 1 PN:- Studio (28 - 30m²) full gỗ, tầng trung, view thoáng mát, giá: 1,2 tỷ.- 1N1K (33 - 37m²) tầng trung, view thoáng mát, Giá: 1.500 tỷ.- 1N + (43 - 48m²) tầng trung, view thoáng mát, Giá: 1.680 tỷ.* Căn 2 PN:- 2PN 1WC (54m)2 tầng trung, view thoáng mát, Giá: 2,02 tỷ.- 2PN 2wc (55m²) tầng trung, view thoáng mát, Giá: 2,3 tỷ.- 2PN + (64m²) tầng trung, view thoáng mát, Giá: 2,38 tỷ.Căn 3 PN:- 3PN 2VS (75,9m²) tầng trung, view thoáng mát, giá: 2.850 tỷ.Liên hệ em Sỹ: 0817 458 *** để biết thêm chi tiết căn hộ và dẫn khách đi xem nhà 24/7, giúp khách chọn bằng được căn hộ ưng ý.",21.0088520050049,105.743919372559,,,Tây - Nam,Đông - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Full gỗ
37742073,Thông tin chính thức từ CĐT Shophouse Mega Grandworld Hà Nội - LH trực tiếp: 0978 585 ***,/ban-shophouse-nha-pho-thuong-mai-xa-nghia-tru-prj-mega-grand-world-ha-noi/thong-tin-chinh-thuc-tu-cdt-grandworld-lh-truc-tiep-0978-585-140-pr37742073,10 tỷ,100.0,,,Văn Giang,Hưng Yên,2023-07-25,"['37742073-1.jpg', '37742073-2.jpg', '37742073-3.jpg', '37742073-4.jpg']",100 m²,10 tỷ,"Chào đón siêu phẩm Grand World Hà Nội.Tổng diện tích: 12,2ha.Mật độ xây dựng toàn khu: 35%.Tổng số căn: 481.CĐT: Tập Đoàn Vingroup.Chia làm 6 dãy phố, mặt tiền từ 6 - 7m, xây 4 - 5,5 tầng. DTXD 235 - 770m².Bàn giao 10/2023. Khai trương 12/2023 với rất nhiều Show diễn nghệ thuật đặc sắc.Tiện ích nổi bật:- Thiết kế độc bản: Sở hữu 2 mặt tiền với tầm view triệu đô, phía trước là sông Venice nhộp nhịp, sau là view phố phồn hoa. Mỗi mặt tiền rộng tới gần 7m hơn hẳn các shop dịch vụ thông thường.- Nguồn khách dồi dào 24/7: Dự kiến sẽ có hàng triệu du khách mỗi ngày và không ngừng gia tăng với hàng trăm chiếc xe VinBus miễn phí (tần suất 10 phút/chuyến) hoạt động 24/7 chỉ để đưa đón du khách miễn phí từ nội đô và các tỉnh lân cận.- Vị trí tối thượng: Khi toạ lạc hai bên trục đường Vành đai 3,5 phía Đông của Hà Nội, kết nối thuận tiện với trung tâm thành phố và các tỉnh trong tam giác vàng kinh tế Bắc Bộ.- Tụ điểm vui chơi - Giaỉ trí choáng ngợp: Trải nghiệm trò chơi cảm giác mạnh như Sky Drop, Vòng quay ngựa gỗ Carousel Horse, Du ngoạn trên sông Venice bằng thuyền Gondola, Diễu hành Mega - Parade, Ca nhạc đường phố Châu Âu.- Các show diễn mang đẳng cấp quốc tế: Được tổ chức với tần suất dày đặc khoảng 50 sự kiện quy mô lớn mỗi năm, tạo nên một nguồn khách du lịch bất tận.Giá bán:TỪ 10,1 tỷ quý khách đã có thể sở hữu 1 căn Shop đắt giá tại nơi đây.Với CSBH vô cùng hấp dẫn:- Vay NH 70%, trong vòng 30 tháng không phải trả lãi.Các căn đều có sẵn HĐ thuê, với khách thuê do Vincom Retail tìm kiếm.- Không vay NH được chiết khấu 10% trừ thẳng vào giá bán.- Khách được CĐT trả luôn tiền thuê 12,5% trong vòng 30 tháng.Quý khách luôn thảnh thơi, an nhàn không phải lo về dòng tiền, khi vừa có tiền thu nhập từ nguồn cho thuê hàng tháng, vừa tăng giá BĐS.Kính mời Quý Khách LH: 0978 585 *** để qua thăm quan trực tiếp dự án để cảm nhận được sâu sắc giá trị của sản phẩm BĐS Mega Grandworld Hà Nội.BDS dòng tiền hot nhất 2023 của Vingroup tại Bờ Đông Hà Nội.Trân trọng cảm ơn Quý khách!Kính chúc Quý khách tìm được sản phẩm BĐS đầu tư tốt nhất.",20.951213836669922,105.98468017578125,6 m,51 m,Đông - Nam,Tây - Bắc,5 tầng,,,Sổ đỏ/ Sổ hồng,Cơ bản
37732311,Phú Yên 230m2 full thổ đất biệt thự view biển sát cạnh resort,/ban-dat-duong-quoc-lo-1d-xa-xuan-canh/phu-yen-230m2-full-tho-biet-thu-view-bien-sat-resort-pr37732311,"2,3 tỷ",230.0,,,Sông Cầu,Phú Yên,2023-07-25,"['37732311-1.jpeg', '37732311-2.jpeg', '37732311-3.jpeg', '37732311-4.jpeg']",230 m²,10 triệu/m²,"Chính chủ bán lô đất xây biệt thự view biển Sông Cầu, Phú Yên diện tích 230m² full thổ (đất ở lâu dài), mặt tiền 10m, sâu 23m vuông vắn, đường bê tông 7m, thuộc khu du lịch sinh thái, sát cạnh resort đang kinh doanh, xung quanh là các quỹ đất dự án đã được các tập đoàn lớn thâu tóm đang hoàn thiện thủ tục để triển khai.Sông Cầu đã có quy hoạch 2050 hoàn chỉnh mới ban hành, mục tiêu 2025 phát triển lên thành phố, hiện trạng đất là đất ở nông thôn (ONT), quy hoạch thể hiện rõ đất ở đô thị (ODT).",13.541497999804339,109.26332549552448,10 m,7 m,Đông - Bắc,,,,,"Sổ đỏ chính chủ, quy hoạch mới nhất đã ban hành thể hiện rõ khu vực đất là cụm dân cư, xung quanh là các quỹ đất dự án lớn",
37621974,"Bán căn 3PN 101m2 chỉ 5,5 tỷ dự án Summit Building, Quận Cầu Giấy, bàn giao full nội thất cao cấp",/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-summit-building/-nhat-3pn-101m2-chi-5-5-ty-gia-tot-nhat-tam-quan-cau-giay-ban-giao-full-noi-that-cao-cap-pr37621974,"5,56 tỷ",101.0,3.0,,Cầu Giấy,Hà Nội,2023-07-25,"['37621974-1.jpg', '37621974-2.jpg', '37621974-3.jpg', '37621974-4.jpg']",101 m²,55 triệu/m²,"Bán căn 3PN 101m² chỉ 5,5 tỷ dự án Summit Building, Trần Duy Hưng, ngã tư Quận Cầu Giấy, bàn giao Full nội thất liền tường cao cấp nhập khẩu Châu Âu.Giá chỉ từ 55triệu/m².Quà tặng 300 triệu trừ trực tiếp vào giá bán.Miễn phí dịch vụ 1 năm.Một bước xuống phố ngàn tiện ích:Khách sạn năm sao Grand Plaza.Bệnh viện đa khoa Quốc Tế Thu Cúc TCI.Trường THPT Chuyên Hà Nội Amsterdam.Siêu Thị BigC.Bể bơi bốn mùa.Sân Golf 3D, Gym, Spa tiêu chuẩn 5 sao.Công viên Thanh Xuân.--------------------------------Smart Home - Smart Building tích hợp nhiều tính năng tối đa vận hành - đảm bảo an ninh tòa nhà.Bãi đỗ xe Smart Car Parking - một chạm tiết kiệm thời gian.Kính Low - E Panorama cách âm, cách nhiệt, ngăn tia UV.Sống xanh 4.0 với công nghệ cấp khí tươi tới từng căn hộ.Hệ thống PCCC cánh tay Robot Spraysafe đầu tiên tại Đông Nam Á.Vận hành và quản lý bởi VISAHO Nhật Bản chuẩn Quốc Tế.Liên hệ ngay để được tư vấn và tham quan căn hộ mẫu:Hotline: 0968 113 ***",21.00826072692871,105.7960433959961,,,Đông - Bắc,Tây - Nam,,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ
